Title,Year,Rating,Vote Count,Language
Almost Famous,2000,7.499,2984,en
Breathless,1960,7.5,1935,fr
Upgrade,2018,7.498,4769,en
The Favourite,2018,7.498,5740,en
The Shack,2017,7.5,2208,en
Gaslight,1944,7.498,528,en
Ninotchka,1939,7.5,412,en
Walk the Line,2005,7.5,3026,en
All Three of Us,2015,7.5,500,fr
A Star Is Born,2018,7.5,12012,en
Operation Y and Other Shurik's Adventures,1965,7.496,494,ru
How the Grinch Stole Christmas!,1966,7.5,1091,en
First Blood,1982,7.5,6652,en
The Wolf and the Lion,2021,7.495,492,en
Carol,2015,7.5,3858,en
Still Life,2013,7.495,384,en
The Book Thief,2013,7.5,4441,en
BURN·E,2008,7.495,777,en
Hercules,1997,7.495,7745,en
After Hours,1985,7.495,1642,en
In Bruges,2008,7.5,5524,en
Birdman of Alcatraz,1962,7.5,329,en
Breaking the Waves,1996,7.5,1067,da
About Fate,2022,7.5,482,en
The Valet,2022,7.494,624,en
The Insult,2017,7.494,465,fr
The Incredible Shrinking Man,1957,7.5,532,en
Ghostbusters,1984,7.494,9439,en
Teen Wolf: The Movie,2023,7.493,916,en
Balloon,2018,7.493,454,de
Boyhood,2014,7.493,5376,en
Devdas,2002,7.493,363,hi
One Battle After Another,2025,7.489,1814,en
BlacKkKlansman,2018,7.5,7877,en
The Two Popes,2019,7.491,3055,en
One Piece Film: Z,2012,7.491,541,ja
The Skin I Live In,2011,7.491,4483,es
Days of Heaven,1978,7.5,1106,en
Johnny Got His Gun,1971,7.491,403,en
Band of Outsiders,1964,7.5,591,fr
Back to the Future Part III,1990,7.49,11170,en
"One, Two, Three",1961,7.5,404,en
The Name of the Rose,1986,7.49,3200,en
"Tad, the Lost Explorer and the Emerald Tablet",2022,7.489,327,es
The Tomorrow War,2021,7.489,3891,en
Deadpool 2,2018,7.489,18765,en
You Can't Take It with You,1938,7.5,427,en
The Asphalt Jungle,1950,7.489,515,en
Batman: Mask of the Phantasm,1993,7.489,1189,en
The Rules of the Game,1939,7.5,635,fr
I Can't Think Straight,2008,7.5,324,en
My Dinner with Andre,1981,7.5,430,en
In Cold Blood,1967,7.488,409,en
Men of Honor,2000,7.488,2413,en
The Adventures of Robin Hood,1938,7.5,817,en
The Lighthouse,2019,7.487,5314,en
Scott Pilgrim vs. the World,2010,7.5,8297,en
Love and Death,1975,7.5,943,en
Patton,1970,7.487,1168,en
Dawn of the Dead,1978,7.5,2219,en
The Beasts,2022,7.5,851,fr
I Lost My Body,2019,7.486,1304,fr
"It's the Great Pumpkin, Charlie Brown",1966,7.486,436,en
The Wave,2008,7.486,3495,de
"To Sir, with Love",1967,7.485,333,en
A Perfect World,1993,7.5,1772,en
Our Hospitality,1923,7.5,303,en
Eyes Wide Shut,1999,7.486,6693,en
"Cyrano, My Love",2018,7.484,517,fr
Custody,2018,7.484,707,fr
mid90s,2018,7.5,1722,en
The Thin Man,1934,7.484,506,en
Bugonia,2025,7.484,717,en
The Double Life of Véronique,1991,7.483,859,fr
A Grand Day Out,1990,7.483,957,en
Willy Wonka & the Chocolate Factory,1971,7.483,3810,en
The White Ribbon,2009,7.5,1084,de
Suspiria,1977,7.5,3092,it
"Play It Again, Sam",1972,7.482,620,en
Ed Wood,1994,7.5,2433,en
Rescued by Ruby,2022,7.481,346,en
No Man's Land,2001,7.481,474,bs
Bonnie and Clyde,1967,7.481,1726,en
A Christmas Carol,1984,7.5,393,en
"Oslo, August 31st",2011,7.5,479,no
Elvis,2022,7.479,3722,en
The Suicide Squad,2021,7.478,9252,en
"McFarland, USA",2015,7.478,903,en
Letters from Iwo Jima,2006,7.478,2182,en
Head-On,2004,7.5,606,de
Lucky Number Slevin,2006,7.478,4296,en
The Age of Adaline,2015,7.477,6949,en
For the Birds,2000,7.477,1259,en
Kung Fu Hustle,2004,7.5,3024,cn
Thesis,1996,7.5,899,es
Paddington 2,2017,7.476,2636,en
The First Day of the Rest of Your Life,2008,7.476,494,fr
The Man Who Would Be King,1975,7.5,679,en
"I, Tonya",2017,7.475,6023,en
Mulan: Rise of a Warrior,2009,7.5,437,zh
All That Jazz,1979,7.475,556,en
Barbie as The Princess & the Pauper,2004,7.5,1522,en
Glory,1989,7.475,1730,en
That's Life,1998,7.474,1359,it
This Is England,2007,7.5,1350,en
Badlands,1974,7.5,1284,en
Still Alice,2014,7.473,3189,en
Once Upon a Time in Anatolia,2011,7.5,517,tr
Waking Life,2001,7.473,918,en
The Great Silence,1968,7.473,437,it
Z-O-M-B-I-E-S 2,2020,7.471,497,en
Three Wishes for Cinderella,1973,7.5,362,cs
Hannah and Her Sisters,1986,7.471,1110,en
Frankenstein,1931,7.471,1724,en
Spread Your Wings,2019,7.5,315,fr
Toy Story 4,2019,7.47,10243,en
Mind Game,2004,7.47,312,ja
Fist of Legend,1994,7.47,577,zh
C.R.A.Z.Y.,2005,7.47,488,fr
The Bourne Identity,2002,7.47,9755,en
Bāhubali 2: The Conclusion,2017,7.469,812,te
Phantom of the Paradise,1974,7.5,719,en
Kung Fury,2015,7.468,1898,en
Kuch Kuch Hota Hai,1998,7.5,411,hi
The Taking of Pelham One Two Three,1974,7.5,589,en
The Reader,2008,7.468,3283,en
Gilda,1946,7.5,623,en
The Fugitive,1993,7.467,4579,en
Sympathy for Mr. Vengeance,2002,7.467,1564,ko
The Devil's Advocate,1997,7.467,6504,en
The Innocents,1961,7.466,638,en
Carl's Date,2023,7.465,431,en
Free Guy,2021,7.464,9418,en
Mr & Mme Adelman,2017,7.464,454,fr
Ip Man 2,2010,7.464,2406,cn
Fear City: A Family-Style Comedy,1994,7.5,1311,fr
The Discreet Charm of the Bourgeoisie,1972,7.464,871,fr
Volver,2006,7.464,1836,es
Little Big Man,1970,7.463,686,en
The Royal Tenenbaums,2001,7.5,4799,en
Furiosa: A Mad Max Saga,2024,7.462,4527,en
The Best of Me,2014,7.462,2652,en
Invasion of the Body Snatchers,1956,7.5,1147,en
Boruto: Naruto the Movie,2015,7.5,1636,ja
Sorry If I Call You Love,2014,7.461,501,es
The Secret Life of Bees,2008,7.5,559,en
Sin City,2005,7.461,8561,en
Pretty Woman,1990,7.46,8706,en
Man on Fire,2004,7.459,5443,en
"Aguirre, the Wrath of God",1972,7.5,1185,de
"Batman: The Long Halloween, Part One",2021,7.5,679,en
Aquarius,2016,7.458,489,pt
About Elly,2009,7.5,525,fa
The Devils,1971,7.5,405,en
I Killed My Mother,2009,7.5,1133,fr
The Killing Fields,1984,7.458,791,en
Our Fault,2025,7.457,543,es
District 9,2009,7.457,10004,en
Barton Fink,1991,7.457,1797,en
The Croods: A New Age,2020,7.455,4021,en
Abominable,2019,7.5,2127,en
The Last: Naruto the Movie,2014,7.5,2347,ja
The Banshees of Inisherin,2022,7.455,3140,en
Incredibles 2,2018,7.5,13374,en
Star Wars: Episode III - Revenge of the Sith,2005,7.455,14500,en
The Day the Earth Stood Still,1951,7.455,1186,en
The Man Who Knew Too Much,1956,7.5,1496,en
I Want You,2012,7.455,1929,es
To Have and Have Not,1945,7.446,549,en
Ordinary People,1980,7.5,667,en
Lifted,2006,7.454,786,en
Fabrizio De André: Principe libero,2018,7.5,351,it
John Wick,2014,7.453,20231,en
Midnight Express,1978,7.5,1813,en
Summer Wars,2009,7.5,994,ja
The Secret of NIMH,1982,7.452,901,en
The Insider,1999,7.452,1964,en
Ocean's Eleven,2001,7.452,12180,en
Mirage,2018,7.451,1911,es
The Artist,2011,7.5,3402,fr
Home Alone,1990,7.5,12027,en
Apollo 13,1995,7.5,5687,en
Miller's Crossing,1990,7.451,1771,en
"Live Twice, Love Once",2019,7.5,350,es
Mars Express,2023,7.45,457,fr
Breathe,2017,7.5,780,en
Dunkirk,2017,7.45,17140,en
Human Capital,2013,7.5,932,it
Birdman or (The Unexpected Virtue of Ignorance),2014,7.45,13272,en
Nebraska,2013,7.45,1855,en
Cell 211,2009,7.45,1315,es
Ray,2004,7.45,2114,en
A Quiet Place Part II,2021,7.4,7092,en
Only the Brave,2017,7.449,1750,en
High School of the Dead: Drifters of the Dead,2011,7.4,474,ja
Dirty Harry,1971,7.4,2624,en
Honor Society,2022,7.4,413,en
Captain America: Civil War,2016,7.448,23551,en
"Yesterday, Today and Tomorrow",1963,7.4,452,it
The Thin Red Line,1998,7.4,3177,en
The Big Blue,1988,7.4,1519,fr
Balkan Line,2019,7.4,562,ru
Patients,2017,7.447,619,fr
Star Trek II: The Wrath of Khan,1982,7.4,2036,en
Sonic the Hedgehog 2,2022,7.445,5705,en
A Bittersweet Life,2005,7.446,946,ko
Key Largo,1948,7.445,562,en
Black Book,2006,7.4,1213,nl
John Wick: Chapter 3 - Parabellum,2019,7.445,11344,en
Then Came You,2018,7.4,527,en
Mission: Impossible - Fallout,2018,7.4,8832,en
Baby Driver,2017,7.4,16406,en
The Red Turtle,2016,7.445,1333,fr
One Piece Film: Strong World,2009,7.445,372,ja
Cape Fear,1962,7.443,602,en
Imitation of Life,1959,7.444,303,en
Running on Empty,1988,7.444,338,en
Open Your Eyes,1997,7.4,1131,es
The Witcher: Nightmare of the Wolf,2021,7.443,1044,en
The Rocky Horror Picture Show,1975,7.4,3021,en
Peeping Tom,1960,7.443,867,en
Bram Stoker's Dracula,1992,7.4,5549,en
Adam's Apples,2005,7.441,749,da
Three Colors: White,1994,7.442,1277,fr
Mixed by Erry,2023,7.441,477,it
Miracles from Heaven,2016,7.4,1233,en
Zorba the Greek,1964,7.4,365,el
"Watch Out, We're Mad",1974,7.441,853,it
The Dirt,2019,7.44,1276,en
The Seventh Continent,1989,7.4,340,de
EverAfter,1998,7.4,1532,en
My Darling Clementine,1946,7.44,457,en
The Worst Person in the World,2021,7.4,1659,no
My Father and My Son,2005,7.439,361,tr
Happiness,1998,7.439,888,en
The Swimmers,2022,7.4,612,en
The Gospel According to St. Matthew,1965,7.4,392,it
Peaceful Warrior,2006,7.438,453,en
The Odd Couple,1968,7.438,618,en
Contact,1997,7.438,4780,en
Cold War,2018,7.437,1538,pl
Ricky Gervais: SuperNature,2022,7.436,312,en
The Verdict,1982,7.4,688,en
The Hurricane,1999,7.436,1476,en
Erin Brockovich,2000,7.436,3482,en
Kal Ho Naa Ho,2003,7.4,426,hi
My Fault: London,2025,7.434,495,en
Drive My Car,2021,7.434,1411,ja
A Night at the Opera,1935,7.4,525,en
The Outlaw Josey Wales,1976,7.434,1229,en
"Crouching Tiger, Hidden Dragon",2000,7.434,3432,zh
Wind River,2017,7.434,5562,en
Sweet Bean,2015,7.433,586,ja
Malena,2000,7.433,2406,it
The Vanishing,1988,7.433,749,nl
The Bourne Ultimatum,2007,7.433,8086,en
Scarface,1932,7.4,654,en
Lone Survivor,2013,7.432,4581,en
The Legend of Drunken Master,1994,7.432,1031,cn
The Life of David Gale,2003,7.432,2118,en
Chaplin,1992,7.432,1152,en
Humanist Vampire Seeking Consenting Suicidal Person,2023,7.431,335,fr
Sorcerer,1977,7.431,619,en
Iron Monkey,1993,7.4,318,cn
Last Year at Marienbad,1961,7.431,521,fr
Memories,1995,7.4,515,ja
Marty,1955,7.43,419,en
Scrooge,1951,7.4,350,en
That Obscure Object of Desire,1977,7.4,422,fr
The Hunger Games: Catching Fire,2013,7.429,18034,en
The Florida Project,2017,7.429,2979,en
Lemonade Mouth,2011,7.428,1073,en
Star Trek,2009,7.427,10226,en
The Lady Vanishes,1938,7.4,987,en
Justice League: War,2014,7.427,1137,en
Trinity Is Still My Name,1971,7.427,956,it
Once Upon a Time... in Hollywood,2019,7.426,14329,en
Unbroken,2014,7.426,4268,en
The Muppet Christmas Carol,1992,7.4,1090,en
The Fly,1986,7.4,4761,en
The SpongeBob Movie: Sponge on the Run,2020,7.423,2924,en
Scream,1996,7.4,7558,en
Glory Road,2006,7.424,765,en
In Safe Hands,2018,7.4,522,fr
The Right Stuff,1983,7.423,923,en
The Man Without a Past,2002,7.423,407,fi
Bullet Train,2022,7.421,7081,en
The Lego Movie,2014,7.422,8214,en
The Secret Garden,1993,7.422,949,en
The Phantom of Liberty,1974,7.4,314,fr
I Am a Hero,2016,7.421,482,ja
Kes,1970,7.4,418,en
Richard Jewell,2019,7.4,2637,en
Predestination,2014,7.42,6842,en
A Pure Formality,1994,7.42,375,fr
Hedwig and the Angry Inch,2001,7.4,406,en
Cabaret,1972,7.4,933,en
The Magdalene Sisters,2002,7.42,447,en
Sense and Sensibility,1995,7.4,1782,en
Enemy at the Gates,2001,7.4,3889,en
Baki Hanma VS Kengan Ashura,2024,7.419,308,ja
Missing,2023,7.4,1196,en
Nocturnal Animals,2016,7.418,8095,en
Doctor Strange,2016,7.418,22950,en
Johnny Guitar,1954,7.4,452,en
The Godfather Part III,1990,7.418,6610,en
Saw,2004,7.4,9749,en
Miss Sloane,2016,7.417,1909,en
American Sniper,2014,7.417,13363,en
One Day,2011,7.4,4434,en
Scooby-Doo! in Where's My Mummy?,2005,7.4,409,en
Barbie and the Diamond Castle,2008,7.4,869,en
This Is Spinal Tap,1984,7.417,1538,en
Enter the Dragon,1973,7.4,2008,en
The Last King of Scotland,2006,7.4,2273,en
Duel,1971,7.417,1987,en
The Boy and the Heron,2023,7.4,2405,ja
Zelig,1983,7.4,897,en
Y Tu Mamá También,2001,7.4,1664,es
Bring Her Back,2025,7.4,1220,en
Lost Illusions,2021,7.415,527,fr
Greyhound,2020,7.4,3163,en
Sicario,2015,7.415,9205,en
I Can Quit Whenever I Want,2014,7.415,1829,it
The Flowers of War,2011,7.415,859,zh
Crush,2022,7.414,472,en
The Unforgivable,2021,7.414,1946,en
The Guernsey Literary & Potato Peel Pie Society,2018,7.414,1365,en
Sullivan's Travels,1941,7.414,490,en
Ghost in the Shell 2.0,2008,7.4,441,ja
August Rush,2007,7.4,2779,en
Women on the Verge of a Nervous Breakdown,1988,7.414,962,es
The Children's Train,2024,7.413,300,it
All of Us Strangers,2023,7.413,938,en
The Last Duel,2021,7.413,3674,en
New World,2013,7.4,505,ko
Justice League: Doom,2012,7.4,910,en
American Me,1992,7.4,381,en
Spellbound,1945,7.4,934,en
The Motorcycle Diaries,2004,7.413,1374,es
They Call Me Jeeg,2016,7.412,2553,it
The Good Lie,2014,7.412,558,en
Alice,1988,7.4,337,cs
The Trial,1962,7.411,536,en
Leto,2018,7.41,326,ru
Killers of the Flower Moon,2023,7.41,3860,en
Secretariat,2010,7.4,622,en
My Girl,1991,7.4,2218,en
I Stand Alone,1999,7.41,556,fr
Being John Malkovich,1999,7.41,4620,en
Superman,2025,7.409,3951,en
Summer of 85,2020,7.4,877,fr
The Farewell,2019,7.409,1487,en
The Omen,1976,7.409,2290,en
The Mauritanian,2021,7.4,1215,en
Mr. Church,2016,7.4,498,en
Delusions of Grandeur,1971,7.408,720,fr
Crimes and Misdemeanors,1989,7.408,921,en
American Psycho,2000,7.4,11775,en
18 Presents,2020,7.407,702,it
Creed,2015,7.407,7752,en
Romeo and Juliet,1968,7.4,706,en
The Lovers on the Bridge,1991,7.407,359,fr
The Experiment,2001,7.407,1158,de
Life of Pi,2012,7.4,13501,en
The Secret of Kells,2009,7.4,750,en
Once,2007,7.405,1402,en
Jin-Roh: The Wolf Brigade,1999,7.405,529,ja
The Mad Adventures of Rabbi Jacob,1973,7.4,1020,fr
Mon Oncle,1958,7.4,591,fr
Extraction 2,2023,7.402,2730,en
Black Sunday,1960,7.404,579,it
Naruto Shippuden the Movie,2007,7.404,1046,ja
"Batman: The Long Halloween, Part Two",2021,7.403,559,en
Swept Away,1974,7.403,324,it
The Basketball Diaries,1995,7.4,2115,en
Irma la Douce,1963,7.4,447,en
An American Werewolf in London,1981,7.4,2593,en
Promising Young Woman,2020,7.402,3507,en
When Harry Met Sally...,1989,7.402,4393,en
Boys Don't Cry,1999,7.402,1404,en
Sisu,2022,7.4,2530,fi
Memoir of a Murderer,2017,7.401,343,ko
"Jeanne Dielman, 23, quai du Commerce, 1080 Bruxelles",1976,7.4,365,fr
His Girl Friday,1940,7.4,889,en
Frida,2002,7.401,2114,en
Justice Society: World War II,2021,7.4,589,en
Tarzan,1999,7.4,7109,en
Spider-Man: Far From Home,2019,7.399,16489,en
Taken,2008,7.399,11759,en
Inside Man,2006,7.399,6129,en
Kalashnikov AK-47,2020,7.398,339,ru
The Peanut Butter Falcon,2019,7.4,1535,en
Stargirl,2020,7.398,566,en
A Better Tomorrow,1986,7.4,578,zh
As Good as It Gets,1997,7.4,3974,en
Happy as Lazzaro,2018,7.397,745,it
The Raid,2012,7.397,3705,id
Twin Peaks: Fire Walk with Me,1992,7.4,2136,en
A Quiet Place,2018,7.4,14915,en
Un Chien Andalou,1929,7.4,1363,fr
Ciao Alberto,2021,7.395,686,en
Repulsion,1965,7.4,1062,en
Operation Red Sea,2018,7.394,415,zh
You're Not You,2014,7.4,819,en
When the Wind Blows,1986,7.394,310,en
3096 Days,2013,7.393,959,de
The Mission,1986,7.393,1481,en
El Angel,2018,7.392,566,es
Scooby-Doo! and the Reluctant Werewolf,1988,7.392,328,en
Drunken Master,1978,7.392,1044,cn
The Purple Rose of Cairo,1985,7.4,1100,en
Leo,2023,7.391,1286,en
Monster Pets: A Hotel Transylvania Short,2021,7.4,404,en
Tucker and Dale vs. Evil,2010,7.391,2990,en
Rushmore,1998,7.4,2622,en
The Umbrellas of Cherbourg,1964,7.391,851,fr
The Devil Wears Prada,2006,7.391,12626,en
Ghostland,2018,7.39,2571,en
Like Crazy,2016,7.39,892,it
Stand by Me Doraemon,2014,7.4,570,ja
Law Abiding Citizen,2009,7.39,5478,en
Mad Max 2,1981,7.39,4011,en
Waiting for Bojangles,2021,7.389,337,fr
Once in a Lifetime,2014,7.389,324,fr
South Park: Post COVID: The Return of COVID,2021,7.4,456,en
Rise,2022,7.4,446,fr
Hour of the Wolf,1968,7.4,527,sv
The Long Goodbye,1973,7.4,724,en
Black Hawk Down,2001,7.4,6121,en
Lost in Translation,2003,7.388,7770,en
Falling Down,1993,7.4,3927,en
The Triplets of Belleville,2003,7.386,1002,fr
Selma,2014,7.385,2273,en
The Last of the Mohicans,1992,7.385,3287,en
Clerks,1994,7.385,2647,en
A Time to Kill,1996,7.385,2780,en
Braindead,1992,7.385,1772,en
The Wailing,2016,7.384,1939,ko
Miss You Already,2015,7.4,679,en
Big Fish & Begonia,2016,7.388,466,zh
The Stronghold,2021,7.4,1370,fr
Why Don't You Play in Hell?,2013,7.383,308,ja
Interstate 60,2002,7.383,742,en
Scooby-Doo and the Ghoul School,1988,7.4,304,en
Legends of the Fall,1994,7.383,2753,en
The Collini Case,2019,7.382,419,de
A Dog's Way Home,2019,7.4,1160,en
The Fighter,2010,7.381,4566,en
The Piano,1993,7.381,1597,en
Interview with the Vampire,1994,7.381,6198,en
Drifting Home,2022,7.38,317,ja
The Death of Superman,2018,7.38,796,en
Rudolph the Red-Nosed Reindeer,1964,7.4,623,en
Pain and Glory,2019,7.379,1855,es
Neon Genesis Evangelion: Death and Rebirth,1997,7.4,473,ja
Scooby-Doo! and the Witch's Ghost,1999,7.379,463,en
Only Yesterday,1991,7.379,1193,ja
The Hunt for Red October,1990,7.4,3487,en
Migration,2023,7.375,2136,en
Five Nights at Freddy's,2023,7.377,4684,en
The Conjuring: The Devil Made Me Do It,2021,7.4,6350,en
Joyeux Noel,2005,7.4,899,fr
The Girl with the Dragon Tattoo,2011,7.377,7365,en
The Sucker,1965,7.376,683,fr
La Vie en Rose,2007,7.376,1684,fr
"Maggie Simpson in ""Playdate with Destiny""",2020,7.4,361,en
The Last Letter from Your Lover,2021,7.375,638,en
Leviathan,2014,7.4,915,ru
Stuck in Love,2013,7.375,1978,en
The Lion in Winter,1968,7.375,383,en
Asterix & Obelix: Mission Cleopatra,2002,7.4,3683,fr
Once Were Warriors,1994,7.374,461,en
M3GAN 2.0,2025,7.368,1014,en
Jerry & Marge Go Large,2022,7.373,421,en
My Sister's Keeper,2009,7.373,2193,en
"To Wong Foo, Thanks for Everything! Julie Newmar",1995,7.4,727,en
Grease,1978,7.373,7510,en
Pirates of the Caribbean: Dead Man's Chest,2006,7.373,16730,en
Babylon,2022,7.371,3550,en
Burning,2018,7.4,1732,ko
Mudbound,2017,7.37,1274,en
Palm Trees in the Snow,2015,7.372,537,es
Little Lord Fauntleroy,1980,7.372,300,en
Futurama: Bender's Big Score,2007,7.372,732,en
The Skeleton Dance,1929,7.371,311,en
The Social Network,2010,7.371,12766,en
That Man from Rio,1964,7.4,333,fr
Patema Inverted,2013,7.4,442,ja
Rise of the Guardians,2012,7.369,6969,en
Miracle on 34th Street,1947,7.4,797,en
Office Space,1999,7.37,3228,en
Superman II: The Richard Donner Cut,2006,7.4,366,en
Zulu,1964,7.4,547,en
The Counterfeiters,2007,7.369,662,de
Beetlejuice,1988,7.369,8161,en
First They Killed My Father,2017,7.367,698,en
The Impossible,2012,7.367,6527,en
Serenity,2005,7.367,3723,en
Ice Age,2002,7.367,13920,en
Black Panther,2018,7.4,22983,en
Naruto Shippuden the Movie: The Will of Fire,2009,7.366,496,ja
Blow Out,1981,7.4,1600,en
Perfume: The Story of a Murderer,2006,7.366,4827,en
La Belle Époque,2019,7.365,1045,fr
I Can Quit Whenever I Want 2: Masterclass,2017,7.365,1233,it
Moonlight,2016,7.4,7332,en
Submarine,2011,7.365,1539,en
"Dearest Relatives, Poisonous Relations",1992,7.365,342,it
The Hobbit: An Unexpected Journey,2012,7.364,19139,en
Blood and Bone,2009,7.364,839,en
The Best of Enemies,2019,7.363,460,en
Teen Titans: The Judas Contract,2017,7.4,741,en
Southpaw,2015,7.363,5666,en
The Way of the Dragon,1972,7.363,1221,cn
"What's Up, Doc?",1972,7.4,428,en
If I Stay,2014,7.362,4258,en
A Royal Affair,2012,7.4,914,da
The Remains of the Day,1993,7.362,1424,en
El Dorado,1966,7.361,559,en
That Time I Got Reincarnated as a Slime the Movie: Scarlet Bond,2022,7.36,421,ja
Predator: Badlands,2025,7.351,586,en
Waves,2019,7.4,774,en
The Lunchbox,2013,7.359,769,hi
The Great Gatsby,2013,7.359,12689,en
The Red Violin,1998,7.359,436,fr
Lifeboat,1944,7.4,460,en
A Walk in the Clouds,1995,7.359,1090,en
Through My Window,2022,7.358,3285,es
Little Tickles,2018,7.358,374,fr
The Big Short,2015,7.358,9518,en
Tinker Bell and the Legend of the NeverBeast,2014,7.358,1157,en
Jackie Brown,1997,7.358,6715,en
Europa,1991,7.357,343,de
Bad Education,2004,7.4,1018,es
I Can Quit Whenever I Want 3: Ad Honorem,2017,7.356,983,it
Fruitvale Station,2013,7.356,1377,en
Road to Ninja: Naruto the Movie,2012,7.356,1226,ja
The Woman in the Window,1944,7.4,368,en
Shane,1953,7.4,656,en
The Station Agent,2003,7.356,737,en
Goldfinger,1964,7.356,3800,en
The Witch: Part 2. The Other One,2022,7.355,406,ko
No Time to Die,2021,7.355,6778,en
Crossroads,1986,7.4,459,en
Mutiny on the Bounty,1935,7.4,366,en
Pay It Forward,2000,7.355,1924,en
Match Point,2005,7.355,4244,en
Shine,1996,7.4,683,en
Blow,2001,7.354,4480,en
Jacob's Ladder,1990,7.354,1799,en
Meet Joe Black,1998,7.354,5572,en
An Affair to Remember,1957,7.4,491,en
The Time Machine,1960,7.4,875,en
Darkest Hour,2017,7.352,5357,en
Wreck-It Ralph,2012,7.352,12784,en
Dragon Ball: The Path to Power,1996,7.4,384,ja
RoboCop,1987,7.352,5499,en
The African Queen,1952,7.352,1010,en
The Life of Chuck,2025,7.355,589,en
The One and Only Ivan,2020,7.351,614,en
Horse Fever,1976,7.351,375,it
Tekkonkinkreet,2006,7.351,397,ja
The Little Mermaid,1989,7.351,8220,en
The Terminal,2004,7.4,8389,en
End of Watch,2012,7.35,3474,en
Minority Report,2002,7.35,9272,en
The Ugly Stepsister,2025,7.346,726,no
Injustice,2021,7.349,817,en
PAW Patrol: The Movie,2021,7.344,1249,en
Okja,2017,7.3,4436,en
Frantz,2016,7.3,717,fr
Undisputed II: Last Man Standing,2006,7.349,870,en
Eastern Promises,2007,7.35,3568,en
Close Encounters of the Third Kind,1977,7.349,4459,en
Descendants 2,2017,7.348,1735,en
Pelé: Birth of a Legend,2016,7.3,1126,en
Bad Boys: Ride or Die,2024,7.347,3135,en
Through the Fire,2018,7.347,702,fr
Remember,2015,7.3,734,en
Saving Mr. Banks,2013,7.3,3403,en
Rudy,1993,7.3,721,en
Watchmen,2009,7.347,9669,en
Kelly's Heroes,1970,7.3,769,en
Road to Perdition,2002,7.347,3846,en
Pierrot le Fou,1965,7.3,909,fr
Those Happy Days,2006,7.346,1074,fr
The Enigma of Kaspar Hauser,1974,7.346,355,de
Eraserhead,1977,7.346,2651,en
Pickup on South Street,1953,7.345,307,en
The Man in the Moon,1991,7.3,338,en
The Lady from Shanghai,1947,7.345,701,en
Mufasa: The Lion King,2024,7.3,2459,en
The Boss Baby: Family Business,2021,7.3,2640,en
Adaptation.,2002,7.3,2657,en
The Wind That Shakes the Barley,2006,7.344,860,en
Fantasia,1940,7.344,3220,en
Split,2017,7.343,17981,en
On the Basis of Sex,2018,7.343,1089,en
Philomena,2013,7.343,1668,en
The Yellow Sea,2010,7.3,536,ko
The Abyss,1989,7.343,3262,en
The Marching Band,2024,7.342,411,fr
Scooby-Doo! WrestleMania Mystery,2014,7.342,326,en
The Wicker Man,1973,7.3,1551,en
Minari,2021,7.3,1762,en
Blindspotting,2018,7.341,706,en
French Fried Vacation 2,1979,7.341,1239,fr
A Matter of Loaf and Death,2008,7.3,574,en
Nowhere,2023,7.34,1494,es
John Wick: Chapter 2,2017,7.34,13815,en
The Physician,2013,7.34,1132,en
Red Desert,1964,7.342,486,it
The Color of Pomegranates,1969,7.3,309,hy
Batman Beyond: Return of the Joker,2000,7.339,1167,en
The Killers,1946,7.3,411,en
Johnny Stecchino,1991,7.339,1046,it
Wait Until Dark,1967,7.3,569,en
Ghost Dog: The Way of the Samurai,1999,7.339,1330,en
A Man for All Seasons,1966,7.3,467,en
Words Bubble Up Like Soda Pop,2021,7.338,317,ja
Frances Ha,2013,7.338,1762,en
Rise of the Planet of the Apes,2011,7.338,12422,en
Hamlet,1996,7.3,499,en
Down by Law,1986,7.3,805,en
A Nightmare on Elm Street,1984,7.3,5517,en
Belladonna of Sadness,1973,7.3,343,ja
Red River,1948,7.3,566,en
Lord of War,2005,7.3,5110,en
The 39 Steps,1935,7.3,1009,en
The Idea of You,2024,7.3,1821,en
The In Between,2022,7.336,815,en
The Big Sick,2017,7.336,2551,en
Palm Springs,2020,7.335,3475,en
Ghostbusters: Afterlife,2021,7.335,4956,en
Vagabond,1985,7.3,344,fr
Christiane F.,1981,7.335,1398,de
Gentlemen Prefer Blondes,1953,7.3,1026,en
Dungeons & Dragons: Honor Among Thieves,2023,7.334,4257,en
Dawn of the Planet of the Apes,2014,7.3,11920,en
A Letter to Momo,2012,7.3,386,ja
Now You See Me,2013,7.334,16263,en
Kirikou and the Sorceress,1998,7.3,1140,fr
Sorry We Missed You,2019,7.333,800,en
True Grit,1969,7.333,824,en
The Twelve Tasks of Asterix,1976,7.3,1308,fr
Z-O-M-B-I-E-S 3,2022,7.332,432,en
Black Box,2021,7.332,1368,fr
The Butler,2013,7.332,2966,en
Bubble,2022,7.337,455,ja
Decision to Leave,2022,7.331,1381,ko
All That Heaven Allows,1955,7.331,321,en
Chocolate,2008,7.3,536,th
Love & Basketball,2000,7.3,453,en
Unlocked,2023,7.33,379,ko
13 Assassins,2010,7.33,1214,ja
The Eighth Day,1996,7.33,303,fr
Dear Diary,1993,7.33,500,it
Dirty Dancing,1987,7.33,6357,en
Turning Red,2022,7.328,5604,en
Spider-Man: Homecoming,2017,7.3,22648,en
The Hobbit: The Battle of the Five Armies,2014,7.33,14924,en
A Woman Is a Woman,1961,7.329,390,fr
G.O.R.A.,2004,7.329,354,tr
